,root,d+,d-
GO:0070966,11,1,0
GO:0042539,5,2,1
GO:0032643,9,2,2
GO:2000293,8,4,0
GO:0090310,14,3,0
GO:0060118,12,2,1
GO:0070841,5,1,6
GO:0044092,3,1,10
GO:1904985,10,5,0
GO:0044027,10,1,0
GO:1901380,10,4,3
GO:0010286,5,1,1
GO:0032348,10,5,0
GO:0090500,9,1,3
GO:0038158,7,1,0
GO:0021856,12,1,1
GO:0070885,11,3,0
GO:0044868,6,1,2
GO:0018885,7,1,0
GO:0001826,10,2,2
GO:1901861,5,2,5
GO:0021542,12,2,0
GO:0042412,6,3,0
GO:0007157,5,1,0
GO:0061368,7,1,0
GO:1901387,12,3,1
GO:0141124,6,1,10
GO:0003203,8,3,3
GO:1902603,8,2,1
GO:0045058,10,2,5
GO:0032888,10,3,1
GO:2001259,9,3,8
GO:1901343,8,4,2
GO:0051276,5,1,15
GO:0060528,9,3,0
GO:0007186,5,1,38
GO:0036376,9,2,2
GO:1903479,11,3,0
GO:0043449,5,2,2
GO:1905050,9,2,1
GO:0044282,3,2,9
GO:0006890,6,1,1
GO:0009155,11,4,5
GO:0036230,5,1,3
GO:0090071,7,3,1
GO:0061032,8,2,0
GO:0055091,4,1,0
GO:0070716,10,2,0
GO:0097186,7,2,1
GO:1903955,10,3,1
GO:0035774,12,3,0
GO:0060267,5,3,1
GO:0003352,6,2,5
GO:0038084,8,2,6
GO:0060334,11,3,2
GO:0051444,12,3,1
GO:0043400,12,2,3
GO:0046079,12,3,0
GO:0003332,8,4,0
GO:0055111,8,2,0
GO:0048892,8,2,1
GO:0001675,8,6,1
GO:0036120,5,2,0
GO:0042496,10,2,0
GO:0045054,7,1,3
GO:0001711,10,2,2
GO:0030046,10,1,2
GO:0003416,8,1,1
GO:0007154,2,1,12
GO:0015783,8,1,1
GO:0043363,8,1,0
GO:0014908,7,2,2
GO:0001809,11,4,0
GO:1905064,9,3,2
GO:1904377,7,3,4
GO:0140972,17,4,0
GO:2000144,11,3,1
GO:0006688,8,3,4
GO:0001941,7,2,10
GO:0106035,8,1,0
GO:0032829,13,3,2
GO:0032480,10,3,2
GO:2000698,10,3,2
GO:0009181,10,3,3
GO:0032474,9,3,0
GO:0010722,5,1,0
GO:0070778,10,2,1
GO:0003360,3,1,0
GO:0000715,9,2,0
GO:0010705,11,2,0
GO:0071217,4,3,0
GO:2000224,8,3,1
GO:0090278,10,4,5
GO:0006629,3,2,9
GO:0050896,1,1,17
GO:0140021,10,4,0
GO:0051329,4,2,1
GO:0010879,8,3,0
GO:0072301,13,2,2
GO:0140542,11,2,1
GO:0160007,10,2,0
GO:0036022,7,2,1
GO:0043506,12,1,2
GO:1903516,9,2,2
GO:0048050,9,1,1
GO:0030509,9,2,3
GO:0042376,7,2,0
GO:0050861,12,3,0
GO:0036314,5,3,2
GO:0070527,7,2,3
GO:0061760,8,2,3
GO:0099068,7,3,3
GO:0048861,7,1,0
GO:0042256,8,1,2
GO:0042325,7,2,4
GO:0048673,14,2,2
GO:0034021,4,2,0
GO:0022010,11,3,2
GO:0009311,4,1,4
GO:2000049,7,3,0
GO:0035148,6,2,4
GO:0034275,7,5,1
GO:0072019,11,2,2
GO:1902075,4,2,1
GO:0044209,12,2,0
GO:1903517,10,3,1
GO:0019692,5,3,3
GO:0035356,6,2,0
GO:1903435,9,3,0
GO:0097049,6,1,3
GO:0014057,12,5,0
GO:1901346,11,2,0
GO:0043251,6,1,0
GO:0034140,17,3,0
GO:0043045,9,1,2
GO:1901317,8,3,2
GO:0003218,11,2,0
GO:1904708,7,2,0
GO:1900148,11,3,0
GO:2000553,12,4,0
GO:0098869,6,1,2
GO:0044029,12,1,0
GO:1903376,9,3,3
GO:0090026,9,4,0
GO:0032482,8,1,1
GO:0072274,10,2,0
GO:0008216,7,1,4
GO:0006406,9,3,3
GO:0099509,8,2,0
GO:1905581,7,3,0
GO:1903249,10,5,0
GO:0061635,3,1,0
GO:0019405,7,3,3
GO:0062175,6,4,0
GO:0035542,9,2,2
GO:0060455,8,4,1
GO:0035921,7,2,0
GO:0042273,6,2,2
GO:0032464,9,3,0
GO:0002933,6,1,0
GO:0033273,6,1,12
GO:0018197,7,1,3
GO:0006309,8,2,3
GO:0034389,5,1,3
GO:0034089,8,2,0
GO:0003058,9,1,0
GO:0036482,10,2,2
GO:0006963,13,4,1
GO:0141187,6,1,3
GO:0034330,4,1,6
GO:0062100,6,3,1
GO:0016925,9,2,4
GO:0051597,4,1,0
GO:0046476,9,3,2
GO:0051892,10,4,1
GO:0002292,10,2,2
GO:0071358,9,2,1
GO:1904358,10,3,1
GO:1904470,9,2,1
GO:1905312,13,3,0
GO:1905550,7,2,2
GO:0031960,6,1,3
GO:0042418,8,2,0
GO:2000276,10,3,0
GO:0051684,5,2,0
GO:0016095,7,3,1
GO:2000586,10,2,2
GO:0090625,13,2,0
GO:2001223,10,3,0
GO:1904781,11,3,0
GO:0031958,9,1,2
GO:0008202,4,2,15
GO:0009060,6,1,4
GO:0001805,11,5,0
GO:0046073,11,2,2
GO:2000454,13,3,0
GO:0097117,8,2,0
GO:1902371,11,4,1
GO:0045834,6,3,8
GO:1905869,15,4,0
GO:1905232,6,4,0
GO:0006414,7,2,8
GO:2000312,11,4,0
GO:0006254,11,3,0
GO:0035176,3,2,0
GO:0061351,3,1,8
GO:0045112,6,2,3
GO:0009395,6,3,6
GO:0060603,7,3,3
GO:0006531,9,2,3
GO:0039521,8,1,0
GO:0032530,7,2,2
GO:0034316,11,3,0
GO:1903056,8,2,0
GO:0002645,8,4,7
GO:0021591,8,2,3
GO:0009156,9,2,3
GO:1905395,4,2,1
GO:2001029,10,3,1
GO:0051148,6,3,2
GO:0097533,5,3,0
GO:0003308,10,5,0
GO:0035166,6,2,0
GO:0008033,9,2,6
GO:0002362,14,2,0
GO:0006775,4,1,6
GO:0090279,9,2,3
GO:1900220,7,2,0
GO:0046208,8,2,0
GO:0033122,11,4,1
GO:0051716,2,2,10
GO:1903131,7,1,4
GO:2000629,10,3,2
GO:0051935,11,2,2
GO:0160075,6,1,0
GO:1901492,11,3,0
GO:1900108,12,3,1
GO:0060114,11,2,1
GO:0030949,10,3,0
GO:0005989,7,2,0
GO:0035794,8,2,2
GO:0006930,7,2,0
GO:2000220,7,3,1
GO:0031290,14,1,3
GO:0002100,12,2,0
GO:2000588,11,3,0
GO:0014807,8,3,0
GO:0007599,4,1,4
GO:0046929,11,4,1
GO:0060007,5,1,0
GO:0034418,6,3,0
GO:0098629,5,1,0
GO:0032274,9,1,5
GO:0097062,8,2,3
GO:0048208,8,4,1
GO:0140745,9,1,0
GO:1902547,6,2,3
GO:0042063,7,1,7
GO:1904429,10,3,2
GO:0046588,7,3,0
GO:0006383,9,1,8
GO:2000435,11,3,0
GO:0009450,8,3,0
GO:0060699,9,1,1
GO:0010021,5,3,0
GO:0008299,6,3,3
GO:0002429,8,2,4
GO:0099152,12,5,0
GO:0090187,8,4,0
GO:0010610,12,2,0
GO:0075521,5,2,0
GO:0051238,3,1,2
GO:0043314,11,5,0
GO:0060662,8,2,0
GO:0070392,8,2,0
GO:0045651,10,3,1
GO:0015698,4,1,11
GO:0002534,7,2,3
GO:0006978,8,2,2
GO:1902269,8,3,0
GO:0014063,9,4,0
GO:0035349,10,2,1
GO:1903751,11,4,1
GO:0021541,12,2,0
GO:1900152,15,3,1
GO:0016560,10,2,0
GO:1905934,7,3,0
GO:0090348,6,2,1
GO:0051648,3,1,4
GO:0072161,8,3,1
GO:0007252,8,2,3
GO:0006094,7,2,3
GO:0006366,9,1,9
GO:0009410,3,1,4
GO:0042475,6,1,5
GO:0009223,11,4,6
GO:0000394,9,1,3
GO:0046081,12,3,0
GO:0036303,8,2,2
GO:0042073,7,3,3
GO:0032423,9,2,1
GO:0032233,11,5,1
GO:1903428,7,4,1
GO:0001178,12,2,0
GO:2000313,10,2,1
GO:0010559,7,3,11
GO:1902018,9,4,1
GO:0048743,10,5,0
GO:0002032,9,2,0
GO:0070989,3,1,1
GO:0015824,7,3,2
GO:0042904,11,2,0
GO:0006482,7,2,0
GO:0035610,9,1,0
GO:1901334,4,2,2
GO:0061180,6,2,3
GO:0034239,8,2,1
GO:0006642,8,1,0
GO:1905036,10,3,0
GO:1901331,10,3,0
GO:0140820,5,1,2
GO:0031128,2,1,5
GO:0048644,5,2,1
GO:0034035,9,2,2
GO:0044870,6,2,1
GO:0070651,10,1,0
GO:2000513,10,3,0
GO:0042357,6,3,1
GO:0048070,4,2,3
GO:0010813,5,1,1
GO:0046133,9,3,2
GO:0010815,5,3,0
GO:0009850,5,2,1
GO:0046602,11,2,2
GO:1903894,9,2,2
GO:1903946,11,4,0
GO:2000672,8,3,0
GO:0032194,7,1,0
GO:0033077,10,1,8
GO:0097325,4,1,0
GO:1903690,12,4,0
GO:2001233,6,3,4
GO:2000476,8,3,1
GO:0060513,10,5,3
GO:0032491,7,3,0
GO:0033215,10,1,0
GO:1902766,4,1,0
GO:0032057,12,2,1
GO:0045948,11,3,2
GO:0007422,6,2,4
GO:0015867,9,3,2
GO:0006891,6,1,2
GO:0000720,9,2,0
GO:0030010,3,1,8
GO:0038033,10,3,0
GO:0048167,10,2,10
GO:1904684,10,3,1
GO:0021801,14,2,4
GO:0032275,10,1,3
GO:0060732,9,6,1
GO:2001239,8,2,2
GO:0033341,4,1,1
GO:0150063,6,1,2
GO:0099175,7,2,4
GO:0046849,3,1,4
GO:0071926,7,1,1
GO:0035261,9,1,0
GO:0046340,8,2,0
GO:1903661,6,3,0
GO:1990418,5,1,0
GO:0042752,3,2,5
GO:1903319,9,4,2
GO:0002339,10,2,2
GO:0001890,4,1,3
GO:0046204,7,1,0
GO:1902530,13,3,0
GO:0050930,8,1,0
GO:0009583,5,3,5
GO:0048925,6,1,4
GO:0003010,7,1,1
GO:0042426,7,2,0
GO:0071379,6,3,2
GO:0046499,9,2,0
GO:0031623,7,1,8
GO:0042558,4,4,5
GO:0033595,7,1,1
GO:0043405,11,1,3
GO:0086066,9,1,1
GO:0043161,9,2,10
GO:0060463,8,3,0
GO:0072716,5,3,1
GO:0000350,13,2,0
GO:0061098,11,3,2
GO:0045980,9,5,3
GO:1903358,6,2,1
GO:0010035,3,1,20
GO:1901382,5,2,2
GO:1902742,5,2,8
GO:0009183,10,3,2
GO:1900425,8,5,1
GO:0050850,9,3,2
GO:0018026,9,1,0
GO:0034551,8,2,0
GO:0120211,9,2,0
GO:0042473,8,2,0
GO:0017038,7,1,2
GO:0034476,11,1,0
GO:0070525,9,1,2
GO:0090326,6,4,0
GO:0002906,10,3,0
GO:0002077,7,2,0
GO:0043335,2,1,0
GO:0036049,8,2,0
GO:0035094,3,1,2
GO:0010713,5,3,2
GO:0071166,3,1,2
GO:0035726,3,1,0
GO:0031023,7,3,3
GO:0032623,7,1,3
GO:0035850,8,2,8
GO:0015802,6,1,3
GO:0048012,8,1,3
GO:0036323,9,1,0
GO:2001038,5,3,1
GO:1905898,7,4,3
GO:0002926,13,1,0
GO:1902975,12,3,0
GO:0140251,6,1,0
GO:0046168,7,3,0
GO:0016121,8,2,1
GO:0060577,10,1,0
GO:0045893,10,3,12
GO:0044557,5,1,5
GO:0045190,12,2,6
GO:0003274,9,3,0
GO:2001171,13,4,0
GO:1903408,12,4,0
GO:1990443,9,2,0
GO:0023019,8,2,0
GO:0072167,13,3,2
GO:0043381,13,5,0
GO:1903314,5,2,1
GO:0036471,6,2,0
GO:0010818,8,2,3
GO:0021514,10,3,1
GO:0030728,5,2,4
GO:0001806,8,2,3
GO:0045957,10,4,0
GO:0097242,2,1,5
GO:1901176,9,2,0
GO:0033860,5,1,2
GO:0008347,8,2,7
GO:0097055,6,1,0
GO:0046986,8,4,0
GO:1902769,5,1,1
GO:0042440,2,1,6
GO:0060136,6,3,0
GO:0060355,5,3,0
GO:0002664,8,2,3
GO:0051291,7,1,2
GO:0017186,8,1,0
GO:0002786,11,2,3
GO:0090101,9,3,5
GO:0031641,9,3,2
GO:0051918,11,5,0
GO:0086052,12,2,0
GO:0071654,11,3,0
GO:0007056,10,2,1
GO:1905461,9,3,0
GO:1900753,7,4,0
GO:1905198,8,2,0
GO:0061303,9,2,1
GO:0070200,8,2,3
GO:0043303,9,5,5
GO:0060070,7,1,8
GO:0043217,9,2,2
GO:0035036,5,2,1
GO:2000855,12,2,2
GO:0015779,7,1,0
GO:0044089,5,3,13
GO:0046040,10,2,2
GO:0002706,6,2,5
GO:1904674,6,3,0
GO:0006402,9,3,7
GO:1901800,9,4,2
GO:0070344,5,2,3
GO:0045605,8,4,2
GO:1904743,6,2,1
GO:0071485,8,2,1
GO:0002737,12,3,0
GO:0007518,6,2,0
GO:1902261,13,2,0
GO:0051299,9,2,1
GO:0032739,10,3,0
GO:0045333,5,1,5
GO:0018317,9,2,1
GO:0150089,6,1,1
GO:0006621,9,1,0
GO:0051462,13,2,2
GO:0072103,10,4,2
GO:1903012,8,4,0
GO:0014054,10,5,0
GO:1903197,11,5,0
GO:0050678,5,2,16
GO:0097490,13,1,0
GO:0060026,6,1,3
GO:0021513,9,2,3
GO:0061326,6,3,2
GO:0009235,5,2,2
GO:0035801,7,2,1
GO:0046726,5,2,0
GO:0051623,10,3,0
GO:1902373,11,5,4
GO:0072139,11,1,1
GO:0048626,6,2,0
GO:0016081,11,2,0
GO:1904544,9,3,0
GO:0071812,13,2,0
GO:0007269,9,4,12
GO:1900121,6,2,2
GO:0072531,5,3,4
GO:0003278,8,2,1
GO:0090128,7,3,2
GO:1900452,12,2,2
GO:1905601,11,4,0
GO:1903332,8,2,5
GO:1902175,8,2,4
GO:2000191,9,3,4
GO:0032873,10,4,0
GO:2001247,10,5,0
GO:0016340,5,1,0
GO:0072578,7,2,4
GO:0120039,6,1,2
GO:0051602,3,1,2
GO:0072663,7,2,3
GO:0007084,9,2,0
GO:1901620,11,2,2
GO:0035482,4,1,2
GO:1990770,8,2,2
GO:0072659,6,2,6
GO:0002305,12,1,0
GO:0010643,3,1,0
GO:0051290,8,2,0
GO:0061014,11,4,5
GO:0006127,13,4,0
GO:0072229,12,3,1
GO:0006516,6,3,4
GO:0048486,7,2,2
GO:0034553,7,2,0
GO:0003421,12,2,0
GO:0019242,5,3,0
GO:0042402,6,1,4
GO:0097068,6,5,1
GO:0006867,7,3,1
GO:0015942,7,1,1
GO:0060742,8,3,3
GO:0044829,7,3,0
GO:0110119,7,3,0
GO:0010185,6,2,1
GO:0006695,7,3,5
GO:0021997,8,3,0
GO:0070229,8,3,2
GO:0048670,14,4,4
GO:0009163,7,4,5
GO:0001676,8,1,12
GO:0072205,8,2,1
GO:2000391,10,4,0
GO:0000023,6,1,1
GO:0003312,9,2,1
GO:0140353,6,2,3
GO:1904570,13,3,0
GO:0003220,11,2,0
GO:0021649,10,2,0
GO:2000470,6,3,2
GO:1902045,8,3,0
GO:0007597,9,2,0
GO:0019228,5,2,3
GO:0038172,7,1,0
GO:1904618,6,2,1
GO:0002584,6,3,2
GO:0009757,8,2,1
GO:0010585,8,2,0
GO:0060572,7,1,3
GO:0061736,8,2,0
GO:0140647,5,1,0
GO:0000462,11,1,4
GO:0035971,7,1,0
GO:0043537,9,3,1
GO:1901494,8,3,0
GO:1901576,3,2,19
GO:1905508,8,1,2
GO:0060056,7,2,1
GO:0045906,9,3,1
GO:0003100,9,1,1
GO:0090234,9,3,0
GO:0110010,8,1,0
GO:0036257,7,1,1
GO:0042762,5,2,6
GO:0035196,11,1,5
GO:0030511,11,4,0
GO:0072338,4,5,2
GO:0007497,8,2,0
GO:0099542,8,1,2
GO:0048391,9,2,1
GO:0001983,10,2,2
GO:1904617,6,2,1
GO:0002007,9,3,1
GO:0090262,10,2,0
GO:0051971,7,4,1
GO:0048069,3,1,4
GO:1902462,7,3,0
GO:2000118,7,2,2
GO:0019402,8,1,0
GO:0010226,5,1,1
GO:0006265,7,2,0
GO:0150003,10,2,1
GO:0086045,12,2,1
GO:0006271,9,2,3
GO:0060337,10,2,3
GO:0090272,10,3,0
GO:2001124,11,2,1
GO:1902606,11,2,1
GO:0006310,7,1,12
GO:1901623,9,3,5
GO:0009085,10,2,1
GO:0010836,6,2,0
GO:0071605,8,1,3
GO:1903781,9,3,0
GO:0051604,6,2,13
GO:0007007,7,1,3
GO:0090671,6,2,2
GO:0006833,5,1,2
GO:0008630,7,2,4
GO:0010607,9,3,0
GO:0042886,5,1,10
GO:1990573,9,2,3
GO:0007321,8,1,0
GO:0009220,10,3,7
GO:0019532,8,1,1
GO:1903945,8,3,0
GO:0180010,10,2,0
GO:0046479,8,3,2
GO:0001837,6,1,6
GO:0035766,6,2,4
GO:0000411,12,2,1
GO:0019439,4,2,17
GO:0046697,6,3,0
GO:0090313,8,3,2
GO:0019233,5,1,4
GO:0007286,7,2,8
GO:0061470,14,1,0
GO:0071643,10,2,1
GO:0021796,12,3,0
GO:0003149,11,2,0
GO:0051391,11,2,0
GO:0071396,5,2,18
GO:0110112,7,2,4
GO:1905875,10,3,0
GO:0070475,12,1,1
GO:0046950,3,2,2
GO:0044357,11,2,0
GO:0070730,9,4,0
GO:1904177,6,2,2
GO:0002807,12,3,1
GO:0006596,7,2,4
GO:0060988,7,1,1
GO:0051085,10,2,0
GO:0052803,4,5,2
GO:0048268,6,1,2
GO:0002762,9,4,5
GO:0098757,6,1,1
GO:0034776,5,2,2
GO:0060676,13,2,4
GO:1900731,10,3,0
GO:0002684,4,3,10
GO:0034123,15,3,0
GO:0034656,6,3,2
GO:1904700,6,1,1
GO:1902959,9,3,2
GO:0043112,4,1,3
GO:0009439,4,3,1
GO:0062237,7,1,2
GO:0035793,12,2,0
GO:0021957,15,1,1
GO:0021723,10,2,0
GO:0060745,9,3,1
GO:0150159,10,3,0
GO:0042137,3,1,0
GO:0048850,11,3,0
GO:0070100,9,4,0
GO:0090298,11,4,0
GO:0032069,5,2,5
GO:0110022,6,2,2
GO:0007168,7,1,0
GO:0072114,8,2,1
GO:1904751,9,3,0
GO:0007521,6,2,0
GO:0048714,11,3,0
GO:0090222,11,1,0
GO:2000179,6,3,4
GO:0006848,8,1,1
GO:0070613,9,3,5
GO:0015791,6,2,2
GO:0070173,9,2,1
GO:2000468,5,1,3
GO:1902612,9,2,1
GO:2000573,9,4,4
GO:0009126,8,1,4
GO:0098939,9,2,1
GO:0097102,11,2,0
GO:0006613,8,1,1
GO:0007638,4,2,1
GO:0003018,4,1,3
GO:0052646,5,3,2
GO:0034368,6,2,1
GO:1902897,10,3,0
GO:0046725,5,2,0
GO:0007124,5,2,2
GO:0002574,7,1,0
GO:0031034,8,2,1
GO:1904415,8,4,1
GO:0001192,10,2,1
GO:0060842,9,1,1
GO:0071257,5,2,0
GO:0097398,6,2,1
GO:0070295,7,2,0
GO:1902497,10,2,1
GO:0043069,5,3,7
GO:0097053,9,6,0
GO:1901253,6,3,0
GO:0032928,7,2,2
GO:0043438,9,2,0
GO:0090737,8,1,1
GO:1901624,10,4,1
GO:2000408,11,4,0
GO:0042059,11,3,2
GO:0032870,5,3,11
GO:1905600,10,3,2
GO:0071962,8,2,1
GO:1905809,7,3,2
GO:0036324,9,1,0
GO:0007213,8,2,2
GO:0061872,5,1,2
GO:0030219,7,1,4
GO:0035469,8,2,0
GO:0060621,10,3,0
GO:0045953,11,4,3
GO:0048852,10,3,1
GO:0097119,9,3,1
GO:0015844,5,2,2
GO:0007272,6,2,1
GO:0060517,11,2,0
GO:0009996,7,3,3
GO:0072384,7,2,7
GO:0120323,7,1,0
GO:0051542,7,2,2
GO:0002784,10,3,4
GO:1902369,9,3,5
GO:0044010,5,2,3
GO:0033033,7,3,4
GO:0042352,10,2,0
GO:0045187,8,2,4
GO:0060319,8,2,1
GO:0044273,4,2,12
GO:1902285,13,2,1
GO:0098694,10,2,0
GO:0030238,4,2,2
GO:0014874,7,2,3
GO:0072186,10,2,1
GO:0098969,10,4,2
GO:0032826,11,3,1
GO:0050767,7,3,3
GO:0070126,8,2,0
GO:1902166,10,4,0
GO:0106074,9,2,0
GO:0061051,12,6,0
GO:0006422,11,1,0
GO:0000578,6,2,4
GO:0071312,6,2,5
GO:2000103,8,5,0
GO:0035442,8,2,3
GO:0015936,10,3,2
GO:2000436,11,3,0
GO:0050918,5,1,4
GO:2000634,13,2,2
GO:0045917,9,4,2
GO:0001766,7,1,1
GO:0070093,11,3,0
GO:0086005,9,1,3
GO:0071864,6,3,1
GO:0048469,5,3,11
GO:1900827,8,3,0
GO:1905919,6,2,0
GO:0031570,9,1,4
GO:0019391,7,2,0
GO:0090258,8,4,0
GO:0061083,9,2,1
GO:0046102,9,1,2
GO:0002863,8,4,1
GO:2000642,9,3,0
GO:1901188,10,3,0
GO:0010716,8,3,0
GO:0090301,9,3,0
GO:0048312,7,1,0
GO:0048699,7,1,5
GO:2001176,7,2,1
GO:1904748,6,3,6
GO:0050795,4,2,9
GO:0007144,9,2,1
GO:0043416,6,4,3
GO:0070671,5,1,1
GO:0060713,10,3,2
GO:0007628,5,2,0
GO:0097087,8,1,3
GO:0034356,12,1,0
GO:0120182,8,2,1
GO:0060675,12,2,3
GO:1903910,8,3,1
GO:0021795,12,2,2
GO:0150173,9,4,1
GO:0050803,3,1,2
GO:0060672,12,4,0
GO:0036321,9,1,0
GO:0070169,6,3,2
GO:2000173,8,4,0
GO:0060042,10,3,5
GO:0014886,8,1,0
GO:0097283,6,1,3
GO:1902287,14,2,0
GO:2000790,8,2,1
GO:0042177,7,4,6
GO:0007176,11,2,2
GO:0002729,11,4,0
GO:0015766,7,1,1
GO:0018063,8,2,0
GO:0106119,9,3,1
GO:1990144,7,2,2
GO:0032770,6,2,5
GO:0033386,8,3,0
GO:0140639,6,2,0
GO:0042761,9,2,0
GO:0002069,8,2,2
GO:0042045,5,2,1
GO:0060664,8,2,0
GO:2000464,12,4,0
GO:1903974,8,4,0
GO:0006449,10,3,1
GO:0045892,10,3,10
GO:0090350,7,3,0
GO:1903401,9,2,1
GO:1903243,9,4,0
GO:0035564,8,2,1
GO:0035393,8,1,2
GO:0001773,5,1,5
GO:0007595,6,2,2
GO:0003207,9,2,4
GO:0002097,11,1,3
GO:0072308,13,3,0
GO:0034769,7,2,0
GO:0016561,10,2,0
GO:0021503,12,3,0
GO:0032361,7,6,0
GO:0031554,10,3,4
GO:0010633,7,4,2
GO:0051014,3,1,3
GO:0035684,9,1,1
GO:2000584,11,3,0
GO:0030887,7,3,0
GO:0034141,17,3,0
GO:0009162,8,1,4
GO:0006103,7,1,2
GO:0043379,11,2,3
GO:0060298,11,5,0
GO:0098655,6,2,17
GO:1901502,4,2,1
GO:0002816,13,2,1
GO:0071726,10,2,0
GO:0046903,4,1,11
GO:0032077,9,3,1
GO:0031398,11,3,4
GO:0045196,11,2,1
GO:0051463,14,3,0
GO:1901661,4,1,4
GO:1905420,8,2,3
GO:0090494,8,2,1
GO:0048013,8,1,3
GO:1902669,15,3,1
GO:0006565,10,2,0
GO:1903904,9,3,0
GO:0071347,6,2,1
GO:0086053,10,2,0
GO:0003184,10,2,1
GO:1990823,5,1,1
GO:0007600,4,1,11
GO:0061025,5,1,3
GO:0032494,7,3,2
GO:0051961,7,4,2
GO:0051651,3,3,6
GO:0010756,11,3,0
GO:0060471,9,2,0
GO:0019511,8,2,2
GO:0030397,5,2,1
GO:0099046,7,1,1
GO:0048712,11,3,1
GO:0035787,7,2,1
GO:1903697,9,3,0
GO:0002244,6,2,6
GO:0086027,10,2,1
GO:0032774,7,4,13
GO:0060179,5,1,3
GO:0006085,12,2,2
GO:0055020,11,4,0
GO:0033006,7,4,2
GO:0008213,6,1,1
GO:0016487,8,3,1
GO:0045720,8,4,0
GO:0048520,5,3,6
GO:0034122,15,4,2
GO:0071260,5,3,0
GO:0072277,12,2,0
GO:0070130,11,3,0
GO:2000410,10,2,2
GO:1990090,5,2,2
GO:0098630,3,1,1
GO:0021622,10,2,1
GO:1990138,12,3,4
GO:0000968,11,2,1
GO:0000912,6,3,2
GO:0021692,13,3,2
GO:0072194,7,2,2
GO:0006924,8,2,2
GO:1901956,12,5,0
GO:0035887,8,1,2
GO:0007224,6,1,10
GO:1903840,4,3,1
GO:0150143,8,2,1
GO:0015807,7,3,10
GO:0032924,9,1,4
GO:0031954,10,3,1
GO:1903826,9,2,0
GO:0036446,4,1,3
GO:1990637,6,1,1
GO:2000184,10,5,0
GO:0031035,8,2,1
GO:0045797,9,3,0
GO:1904303,6,4,0
GO:0035385,6,1,0
GO:0045862,7,3,4
GO:0051469,8,2,0
GO:0019477,10,3,1
GO:0003339,13,2,2
GO:0070164,11,5,0
GO:1905606,8,3,2
GO:0061865,8,1,0
GO:0120033,8,3,6
GO:0006636,9,2,5
GO:1904026,7,3,2
GO:0006304,7,2,5
GO:0042471,7,3,3
GO:0018209,7,1,4
GO:0031427,5,3,0
GO:0097502,3,1,1
GO:1905669,6,1,0
GO:0030241,10,2,0
GO:1905770,10,2,3
GO:0060707,10,1,0
GO:1901621,12,3,0
GO:0010085,8,2,0
GO:0035752,9,2,0
GO:0046036,10,2,2
GO:1902806,7,2,3
GO:0034312,7,2,3
GO:1902292,10,3,1
GO:0009994,7,3,1
GO:0002719,10,4,5
GO:0006273,10,1,1
GO:0048663,9,2,9
GO:0110023,7,3,0
GO:0098870,5,1,1
GO:0010455,6,3,2
GO:0006533,10,3,0
GO:2001044,7,2,2
GO:0001173,10,2,1
GO:0030890,9,4,0
GO:0043385,4,1,2
GO:0070383,9,1,0
GO:0001705,8,2,1
GO:1903322,9,3,4
GO:0002246,6,2,1
GO:0001798,12,3,1
GO:0007210,9,2,0
GO:0031282,11,3,2
GO:0010880,13,2,2
GO:0033623,7,2,2
GO:0097026,7,1,3
GO:0098596,8,1,1
GO:0038165,7,1,0
GO:1902044,7,2,2
GO:0006364,9,3,11
GO:0055092,4,1,1
GO:0039654,3,1,0
GO:0010918,5,2,0
GO:1903288,11,3,0
GO:0035162,6,2,1
GO:0034762,5,3,11
GO:1990253,8,1,0
GO:0045828,7,4,1
GO:0007423,4,1,9
GO:0010481,3,1,1
GO:0090245,8,2,2
GO:0070179,9,2,0
GO:0033084,12,2,2
GO:0008057,7,1,0
GO:0072396,4,2,3
GO:0060434,7,3,0
GO:0042391,3,1,19
GO:0046271,5,3,1
GO:0001109,9,2,1
GO:1904887,6,1,0
GO:0019438,4,2,13
GO:0062012,4,2,13
GO:0048170,13,2,0
GO:1902425,12,3,1
GO:0098910,12,4,1
GO:0072254,12,3,1
GO:0090034,7,2,1
GO:0003104,10,3,0
GO:0070292,8,3,0
GO:0043410,9,3,7
GO:0014849,7,2,1
GO:1904811,8,3,2
GO:0000725,8,2,3
GO:0060008,9,3,2
GO:0080120,7,1,1
GO:0001906,2,1,6
GO:1903769,6,3,0
GO:0044111,2,1,0
GO:0070291,7,2,0
GO:1903615,11,2,0
GO:0010561,8,4,6
GO:0009712,5,1,3
GO:0002526,5,1,10
GO:0002552,10,4,0
GO:0098693,7,2,0
GO:0061000,14,3,1
GO:0097341,11,1,1
GO:0021587,11,3,3
GO:0061740,10,3,0
GO:0060977,9,2,4
GO:0035490,8,2,1
GO:0002399,7,1,1
GO:0042635,5,3,0
GO:0071335,3,1,2
GO:0061588,9,1,3
GO:1903881,8,2,2
GO:0072359,5,1,2
GO:0090403,6,2,0
GO:1903457,8,3,0
GO:0002282,8,2,0
GO:0061387,6,2,3
GO:2001015,9,3,1
GO:0016098,7,1,0
GO:1904058,8,3,0
GO:0002755,14,1,2
GO:1904062,7,2,10
GO:0009068,9,3,5
GO:0097237,4,2,2
GO:0099151,10,4,0
GO:0097695,4,3,2
GO:2001237,8,3,3
GO:0021892,11,2,2
GO:0072521,4,5,7
GO:0030856,6,3,14
GO:2000800,11,2,1
GO:0001556,9,3,4
GO:0150099,5,1,0
