"ENSEMBL","GO"
"ENSG00000197753","GO:0006811"
"ENSG00000197756","GO:0002181"
"ENSG00000197757","GO:0006357"
"ENSG00000197763","GO:0007283"
"ENSG00000197766","GO:0006508"
"ENSG00000197769","GO:0000045"
"ENSG00000197771","GO:0006261"
"ENSG00000197774","GO:0000712"
"ENSG00000197776","GO:0016567"
"ENSG00000197779","GO:0006357"
"ENSG00000197780","GO:0006352"
"ENSG00000197782","GO:0006357"
"ENSG00000197785","GO:0001558"
"ENSG00000197786","GO:0007186"
"ENSG00000197790","GO:0007186"
"ENSG00000197808","GO:0006357"
"ENSG00000197818","GO:0001675"
"ENSG00000197822","GO:0001933"
"ENSG00000197837","GO:0006325"
"ENSG00000197838","GO:0006805"
"ENSG00000197841","GO:0006357"
"ENSG00000197847","GO:0006811"
"ENSG00000197849","GO:0007186"
"ENSG00000197857","GO:0006357"
"ENSG00000197858","GO:0006621"
"ENSG00000197859","GO:0030198"
"ENSG00000197860","GO:0006620"
"ENSG00000197863","GO:0006357"
"ENSG00000197870","GO:0008150"
"ENSG00000197872","GO:0008150"
"ENSG00000197879","GO:0006612"
"ENSG00000197885","GO:0007249"
"ENSG00000197887","GO:0007165"
"ENSG00000197888","GO:0006805"
"ENSG00000197889","GO:0007288"
"ENSG00000197891","GO:0006811"
"ENSG00000197892","GO:0006605"
"ENSG00000197893","GO:0008150"
"ENSG00000197894","GO:0001523"
"ENSG00000197901","GO:0006820"
"ENSG00000197903","GO:0002227"
"ENSG00000197905","GO:0001501"
"ENSG00000197912","GO:0006508"
"ENSG00000197915","GO:0031424"
"ENSG00000197919","GO:0002250"
"ENSG00000197921","GO:0000122"
"ENSG00000197928","GO:0006357"
"ENSG00000197930","GO:0006457"
"ENSG00000197933","GO:0006357"
"ENSG00000197937","GO:0006357"
"ENSG00000197938","GO:0007186"
"ENSG00000197943","GO:0001775"
"ENSG00000197948","GO:0007274"
"ENSG00000197951","GO:0006357"
"ENSG00000197956","GO:0007165"
"ENSG00000197958","GO:0002181"
"ENSG00000197959","GO:0006897"
"ENSG00000197961","GO:0006357"
"ENSG00000197965","GO:0007169"
"ENSG00000197969","GO:0006623"
"ENSG00000197971","GO:0000165"
"ENSG00000197977","GO:0006636"
"ENSG00000197989","GO:0006396"
"ENSG00000197992","GO:0001819"
"ENSG00000197993","GO:0006874"
"ENSG00000198000","GO:0006364"
"ENSG00000198001","GO:0002224"
"ENSG00000198003","GO:0003341"
"ENSG00000198010","GO:0007270"
"ENSG00000198015","GO:0006412"
"ENSG00000198018","GO:0006254"
"ENSG00000198026","GO:0001701"
"ENSG00000198028","GO:0000122"
"ENSG00000198033","GO:0000226"
"ENSG00000198034","GO:0002181"
"ENSG00000198039","GO:0006355"
"ENSG00000198040","GO:0006357"
"ENSG00000198042","GO:0000460"
"ENSG00000198046","GO:0006357"
"ENSG00000198049","GO:0001992"
"ENSG00000198053","GO:0001933"
"ENSG00000198054","GO:0008150"
"ENSG00000198055","GO:0006468"
"ENSG00000198056","GO:0006269"
"ENSG00000198060","GO:0000209"
"ENSG00000198074","GO:0001523"
"ENSG00000198075","GO:0006068"
"ENSG00000198077","GO:0006805"
"ENSG00000198081","GO:0000122"
"ENSG00000198087","GO:0006930"
"ENSG00000198088","GO:0006913"
"ENSG00000198092","GO:0006508"
"ENSG00000198093","GO:0006357"
"ENSG00000198099","GO:0001523"
"ENSG00000198104","GO:0007186"
"ENSG00000198105","GO:0000122"
"ENSG00000198108","GO:0030206"
"ENSG00000198121","GO:0007186"
"ENSG00000198125","GO:0001666"
"ENSG00000198128","GO:0007186"
"ENSG00000198130","GO:0006574"
"ENSG00000198131","GO:0006357"
"ENSG00000198133","GO:0009617"
"ENSG00000198146","GO:0006357"
"ENSG00000198157","GO:0006325"
"ENSG00000198160","GO:0000122"
"ENSG00000198162","GO:0005975"
"ENSG00000198168","GO:0010508"
"ENSG00000198169","GO:0006357"
"ENSG00000198171","GO:0008284"
"ENSG00000198176","GO:0000083"
"ENSG00000198178","GO:0002250"
"ENSG00000198182","GO:0006357"
"ENSG00000198183","GO:0002395"
"ENSG00000198185","GO:0006357"
"ENSG00000198189","GO:0006703"
"ENSG00000198198","GO:0007417"
"ENSG00000198203","GO:0009308"
"ENSG00000198205","GO:0006357"
"ENSG00000198208","GO:0016310"
"ENSG00000198216","GO:0007268"
"ENSG00000198218","GO:0030968"
"ENSG00000198223","GO:0007259"
"ENSG00000198225","GO:0000413"
"ENSG00000198231","GO:0008104"
"ENSG00000198242","GO:0000027"
"ENSG00000198246","GO:0006805"
"ENSG00000198252","GO:0016311"
"ENSG00000198258","GO:0000398"
"ENSG00000198265","GO:0035194"
"ENSG00000198270","GO:0008150"
"ENSG00000198271","GO:0042633"
"ENSG00000198276","GO:0009224"
"ENSG00000198283","GO:0007186"
"ENSG00000198286","GO:0007249"
"ENSG00000198298","GO:0006357"
"ENSG00000198300","GO:0000122"
"ENSG00000198301","GO:0000055"
"ENSG00000198315","GO:0006357"
"ENSG00000198324","GO:0001881"
"ENSG00000198331","GO:0060271"
"ENSG00000198336","GO:0002026"
"ENSG00000198342","GO:0006357"
"ENSG00000198346","GO:0006357"
"ENSG00000198353","GO:0009952"
"ENSG00000198355","GO:0006468"
"ENSG00000198356","GO:0006620"
"ENSG00000198363","GO:0006936"
"ENSG00000198369","GO:0010719"
"ENSG00000198373","GO:0000122"
"ENSG00000198380","GO:0006002"
"ENSG00000198382","GO:0006281"
"ENSG00000198393","GO:0006357"
"ENSG00000198398","GO:0008150"
"ENSG00000198399","GO:0016197"
"ENSG00000198400","GO:0001934"
"ENSG00000198408","GO:0006044"
"ENSG00000198417","GO:0006882"
"ENSG00000198420","GO:0030336"
"ENSG00000198429","GO:0000122"
"ENSG00000198431","GO:0001707"
"ENSG00000198435","GO:0000122"
"ENSG00000198440","GO:0006357"
"ENSG00000198445","GO:0006457"
"ENSG00000198452","GO:0007186"
"ENSG00000198453","GO:0000122"
"ENSG00000198455","GO:0006357"
"ENSG00000198464","GO:0006357"
"ENSG00000198466","GO:0006357"
"ENSG00000198467","GO:0006936"
"ENSG00000198471","GO:0001580"
"ENSG00000198482","GO:0006357"
"ENSG00000198488","GO:0006493"
"ENSG00000198492","GO:0001556"
"ENSG00000198498","GO:0042273"
"ENSG00000198502","GO:0002250"
"ENSG00000198513","GO:0007029"
"ENSG00000198515","GO:0007601"
"ENSG00000198517","GO:0000122"
"ENSG00000198521","GO:0006357"
"ENSG00000198523","GO:0001675"
"ENSG00000198535","GO:0002528"
"ENSG00000198538","GO:0006357"
"ENSG00000198542","GO:0007155"
"ENSG00000198546","GO:0006355"
"ENSG00000198551","GO:0006357"
"ENSG00000198553","GO:0051260"
"ENSG00000198554","GO:0000278"
"ENSG00000198556","GO:0006357"
"ENSG00000198561","GO:0007043"
"ENSG00000198569","GO:0006814"
"ENSG00000198570","GO:0007601"
"ENSG00000198573","GO:0008150"
"ENSG00000198574","GO:0002250"
"ENSG00000198576","GO:0006897"
"ENSG00000198585","GO:0006402"
"ENSG00000198586","GO:0006325"
"ENSG00000198589","GO:0000423"
"ENSG00000198597","GO:0000122"
"ENSG00000198598","GO:0001822"
"ENSG00000198601","GO:0007186"
"ENSG00000198604","GO:0006261"
"ENSG00000198610","GO:0001523"
"ENSG00000198612","GO:0000338"
"ENSG00000198624","GO:0051255"
"ENSG00000198625","GO:0000122"
"ENSG00000198626","GO:0001666"
"ENSG00000198633","GO:0006357"
"ENSG00000198642","GO:0007049"
"ENSG00000198643","GO:0007165"
"ENSG00000198646","GO:0006352"
"ENSG00000198648","GO:0002021"
"ENSG00000198650","GO:0006103"
"ENSG00000198663","GO:0006338"
"ENSG00000198668","GO:0000086"
"ENSG00000198670","GO:0006508"
"ENSG00000198673","GO:0007165"
"ENSG00000198674","GO:0007186"
"ENSG00000198677","GO:0034427"
"ENSG00000198681","GO:0000122"
"ENSG00000198682","GO:0000103"
"ENSG00000198689","GO:0006811"
"ENSG00000198690","GO:0000724"
"ENSG00000198691","GO:0001523"
"ENSG00000198692","GO:0006413"
"ENSG00000198695","GO:0006120"
"ENSG00000198700","GO:0006606"
"ENSG00000198704","GO:0006979"
"ENSG00000198707","GO:0001822"
"ENSG00000198712","GO:0006123"
"ENSG00000198715","GO:0045944"
"ENSG00000198718","GO:0000226"
"ENSG00000198719","GO:0001709"
"ENSG00000198720","GO:0002091"
"ENSG00000198721","GO:0006635"
"ENSG00000198722","GO:0007268"
"ENSG00000198727","GO:0006122"
"ENSG00000198728","GO:0000122"
"ENSG00000198729","GO:0042325"
"ENSG00000198730","GO:0000122"
"ENSG00000198732","GO:0001654"
"ENSG00000198734","GO:0007596"
"ENSG00000198736","GO:0030041"
"ENSG00000198739","GO:0051965"
"ENSG00000198740","GO:0006357"
"ENSG00000198742","GO:0000209"
"ENSG00000198746","GO:0032480"
"ENSG00000198752","GO:0006468"
"ENSG00000198753","GO:0001938"
"ENSG00000198754","GO:0046950"
"ENSG00000198755","GO:0000470"
"ENSG00000198756","GO:0030199"
"ENSG00000198758","GO:0007266"
"ENSG00000198759","GO:0007155"
"ENSG00000198763","GO:0006120"
"ENSG00000198765","GO:0000711"
"ENSG00000198768","GO:0030178"
"ENSG00000198771","GO:0003009"
"ENSG00000198774","GO:0006605"
"ENSG00000198783","GO:0001541"
"ENSG00000198785","GO:0006816"
"ENSG00000198786","GO:0001666"
"ENSG00000198788","GO:0010273"
"ENSG00000198791","GO:0000289"
"ENSG00000198792","GO:0006810"
"ENSG00000198793","GO:0001558"
"ENSG00000198794","GO:0001819"
"ENSG00000198795","GO:0006357"
"ENSG00000198796","GO:0003007"
"ENSG00000198797","GO:0007049"
"ENSG00000198798","GO:0000122"
"ENSG00000198799","GO:0006509"
"ENSG00000198804","GO:0006123"
"ENSG00000198805","GO:0000255"
"ENSG00000198807","GO:0006357"
"ENSG00000198812","GO:0055013"
"ENSG00000198814","GO:0006071"
"ENSG00000198815","GO:0006357"
"ENSG00000198816","GO:0006357"
"ENSG00000198818","GO:0015031"
"ENSG00000198821","GO:0002250"
"ENSG00000198822","GO:0007194"
"ENSG00000198824","GO:0031134"
"ENSG00000198825","GO:0001921"
"ENSG00000198826","GO:0007165"
"ENSG00000198829","GO:0002001"
"ENSG00000198830","GO:0006325"
"ENSG00000198832","GO:0010269"
"ENSG00000198833","GO:0000209"
"ENSG00000198835","GO:0001932"
"ENSG00000198836","GO:0000002"
"ENSG00000198837","GO:0032483"
"ENSG00000198838","GO:0006816"
"ENSG00000198839","GO:0070301"
"ENSG00000198840","GO:0006120"
"ENSG00000198841","GO:0002098"
"ENSG00000198842","GO:0016311"
"ENSG00000198843","GO:0001514"
"ENSG00000198844","GO:0050790"
"ENSG00000198846","GO:0001779"
"ENSG00000198848","GO:0006695"
"ENSG00000198851","GO:0001954"
"ENSG00000198853","GO:0008150"
"ENSG00000198854","GO:0008544"
"ENSG00000198855","GO:0006986"
"ENSG00000198856","GO:0006487"
"ENSG00000198860","GO:0006388"
"ENSG00000198862","GO:0016567"
"ENSG00000198863","GO:0001701"
"ENSG00000198873","GO:0006468"
"ENSG00000198874","GO:0031591"
"ENSG00000198876","GO:0010506"
"ENSG00000198879","GO:0010629"
"ENSG00000198881","GO:0016567"
"ENSG00000198883","GO:0043065"
"ENSG00000198886","GO:0001666"
"ENSG00000198887","GO:0000722"
"ENSG00000198888","GO:0006120"
"ENSG00000198889","GO:0008150"
"ENSG00000198890","GO:0000122"
"ENSG00000198894","GO:0042754"
"ENSG00000198898","GO:0030036"
"ENSG00000198899","GO:0015986"
"ENSG00000198900","GO:0006260"
"ENSG00000198901","GO:0000022"
"ENSG00000198908","GO:0007611"
"ENSG00000198909","GO:0000165"
"ENSG00000198910","GO:0006935"
"ENSG00000198911","GO:0000122"
"ENSG00000198914","GO:0006357"
"ENSG00000198915","GO:0007265"
"ENSG00000198917","GO:0007049"
"ENSG00000198918","GO:0002181"
"ENSG00000198919","GO:0000209"
"ENSG00000198920","GO:0007099"
"ENSG00000198924","GO:0006303"
"ENSG00000198925","GO:0000045"
"ENSG00000198929","GO:0003062"
"ENSG00000198930","GO:0007098"
"ENSG00000198931","GO:0006166"
"ENSG00000198932","GO:0008333"
"ENSG00000198933","GO:0007249"
"ENSG00000198934","GO:0000122"
"ENSG00000198938","GO:0006123"
"ENSG00000198939","GO:0006357"
"ENSG00000198945","GO:0006325"
"ENSG00000198947","GO:0002027"
"ENSG00000198951","GO:0009311"
"ENSG00000198952","GO:0000184"
"ENSG00000198954","GO:0000226"
"ENSG00000198959","GO:0006338"
"ENSG00000198961","GO:0006954"
"ENSG00000198963","GO:0006355"
"ENSG00000198964","GO:0006686"
"ENSG00000198965","GO:0007186"
"ENSG00000198967","GO:0007186"
"ENSG00000198972","GO:0035195"
"ENSG00000198973","GO:0035195"
"ENSG00000198974","GO:0010667"
"ENSG00000198975","GO:0035195"
"ENSG00000198984","GO:0035195"
"ENSG00000198987","GO:0035195"
"ENSG00000198995","GO:0035195"
"ENSG00000198997","GO:0032869"
"ENSG00000199005","GO:0035195"
"ENSG00000199012","GO:0035195"
"ENSG00000199015","GO:0035195"
"ENSG00000199017","GO:0001934"
"ENSG00000199020","GO:0035195"
"ENSG00000199023","GO:0010951"
"ENSG00000199024","GO:0035195"
"ENSG00000199030","GO:0032693"
"ENSG00000199032","GO:0035195"
"ENSG00000199035","GO:0001678"
"ENSG00000199038","GO:0001818"
"ENSG00000199043","GO:0008285"
"ENSG00000199047","GO:0008285"
"ENSG00000199051","GO:0016525"
"ENSG00000199053","GO:0007605"
"ENSG00000199059","GO:0010629"
"ENSG00000199065","GO:0035195"
"ENSG00000199069","GO:0035195"
"ENSG00000199072","GO:0030512"
"ENSG00000199077","GO:0035195"
"ENSG00000199082","GO:0007605"
"ENSG00000199085","GO:0010985"
"ENSG00000199088","GO:0010633"
"ENSG00000199090","GO:0001837"
"ENSG00000199092","GO:0035195"
"ENSG00000199095","GO:0008284"
"ENSG00000199104","GO:0035195"
"ENSG00000199107","GO:0035195"
"ENSG00000199109","GO:0032701"
"ENSG00000199121","GO:0032682"
"ENSG00000199122","GO:0035195"
"ENSG00000199130","GO:0032715"
"ENSG00000199132","GO:0035195"
"ENSG00000199133","GO:0035195"
"ENSG00000199135","GO:0010628"
"ENSG00000199150","GO:0030336"
"ENSG00000199153","GO:0035195"
"ENSG00000199156","GO:0035195"
"ENSG00000199157","GO:0002155"
"ENSG00000199161","GO:0030336"
"ENSG00000199165","GO:0035195"
"ENSG00000199168","GO:0035195"
"ENSG00000199172","GO:0035195"
"ENSG00000199177","GO:0030336"
"ENSG00000199179","GO:0010629"
"ENSG00000199212","GO:0006396"
"ENSG00000199266","GO:0006396"
"ENSG00000199311","GO:0006396"
"ENSG00000199347","GO:0000244"
"ENSG00000199377","GO:0000244"
"ENSG00000199390","GO:0006396"
"ENSG00000199405","GO:0006396"
"ENSG00000199436","GO:0006396"
"ENSG00000199477","GO:0006396"
"ENSG00000199489","GO:0006396"
"ENSG00000199568","GO:0000244"
"ENSG00000199575","GO:0006396"
"ENSG00000199593","GO:0006396"
"ENSG00000199666","GO:0006396"
"ENSG00000199712","GO:0006396"
"ENSG00000199753","GO:0006396"
"ENSG00000199782","GO:0006396"
"ENSG00000199787","GO:0006396"
"ENSG00000199798","GO:0006396"
"ENSG00000199833","GO:0006396"
"ENSG00000199914","GO:0006396"
"ENSG00000199942","GO:0006396"
"ENSG00000199960","GO:0006396"
"ENSG00000199961","GO:0006396"
"ENSG00000199970","GO:0006396"
"ENSG00000200087","GO:0006396"
"ENSG00000200089","GO:0006396"
"ENSG00000200156","GO:0000244"
"ENSG00000200169","GO:0000244"
"ENSG00000200215","GO:0006396"
"ENSG00000200279","GO:0006396"
"ENSG00000200354","GO:0006396"
"ENSG00000200367","GO:0006396"
"ENSG00000200394","GO:0006396"
"ENSG00000200398","GO:0006396"
"ENSG00000200406","GO:0006396"
"ENSG00000200413","GO:0006396"
"ENSG00000200480","GO:0006396"
"ENSG00000200486","GO:0006396"
"ENSG00000200503","GO:0006396"
"ENSG00000200534","GO:0006396"
"ENSG00000200564","GO:0006396"
"ENSG00000200593","GO:0006396"
"ENSG00000200608","GO:0006396"
"ENSG00000200612","GO:0006396"
"ENSG00000200632","GO:0006396"
"ENSG00000200636","GO:0006396"
"ENSG00000200638","GO:0006396"
"ENSG00000200661","GO:0006396"
"ENSG00000200680","GO:0006396"
"ENSG00000200726","GO:0006396"
"ENSG00000200757","GO:0006396"
"ENSG00000200785","GO:0006396"
"ENSG00000200792","GO:0006396"
"ENSG00000200795","GO:0000244"
"ENSG00000200801","GO:0006396"
"ENSG00000200812","GO:0006396"
"ENSG00000200823","GO:0006396"
"ENSG00000200913","GO:0006396"
"ENSG00000200949","GO:0006396"
"ENSG00000200959","GO:0006396"
"ENSG00000200987","GO:0006396"
"ENSG00000201025","GO:0006396"
"ENSG00000201129","GO:0006396"
"ENSG00000201143","GO:0006396"
"ENSG00000201240","GO:0006396"
"ENSG00000201247","GO:0006396"
"ENSG00000201263","GO:0006396"
"ENSG00000201264","GO:0006396"
"ENSG00000201300","GO:0006396"
"ENSG00000201302","GO:0006396"
"ENSG00000201318","GO:0006396"
"ENSG00000201326","GO:0006396"
"ENSG00000201331","GO:0006396"
"ENSG00000201348","GO:0006396"
"ENSG00000201388","GO:0006396"
"ENSG00000201448","GO:0006396"
"ENSG00000201457","GO:0006396"
"ENSG00000201482","GO:0006396"
"ENSG00000201512","GO:0006396"
"ENSG00000201544","GO:0006396"
"ENSG00000201557","GO:0006396"
"ENSG00000201558","GO:0000395"
"ENSG00000201569","GO:0006396"
"ENSG00000201634","GO:0006396"
"ENSG00000201643","GO:0006396"
"ENSG00000201654","GO:0000244"
"ENSG00000201672","GO:0006396"
"ENSG00000201679","GO:0006396"
"ENSG00000201689","GO:0006396"
"ENSG00000201700","GO:0006396"
"ENSG00000201772","GO:0006396"
"ENSG00000201831","GO:0006396"
"ENSG00000201839","GO:0006396"
"ENSG00000201847","GO:0006396"
"ENSG00000201899","GO:0006396"
"ENSG00000201907","GO:0006396"
"ENSG00000201943","GO:0006396"
"ENSG00000201950","GO:0006396"
"ENSG00000201969","GO:0006396"
"ENSG00000201992","GO:0006396"
"ENSG00000202031","GO:0006396"
"ENSG00000202048","GO:0006396"
"ENSG00000202142","GO:0006396"
"ENSG00000202188","GO:0006396"
"ENSG00000202189","GO:0006396"
"ENSG00000202198","GO:0034244"
"ENSG00000202261","GO:0006396"
"ENSG00000202270","GO:0006396"
"ENSG00000202293","GO:0006396"
"ENSG00000202314","GO:0006396"
"ENSG00000202377","GO:0006396"
"ENSG00000202400","GO:0006396"
"ENSG00000202538","GO:0000244"
"ENSG00000202560","GO:0035195"
"ENSG00000202566","GO:0009617"
"ENSG00000202569","GO:0032700"
"ENSG00000202601","GO:0035195"
"ENSG00000202609","GO:0032691"
"ENSG00000203326","GO:0006357"
"ENSG00000203485","GO:0030041"
"ENSG00000203581","GO:0007165"
"ENSG00000203661","GO:0007186"
"ENSG00000203663","GO:0007186"
"ENSG00000203667","GO:0033617"
"ENSG00000203668","GO:0006886"
"ENSG00000203697","GO:0006508"
"ENSG00000203710","GO:0001970"
"ENSG00000203722","GO:0001916"
"ENSG00000203733","GO:0000902"
"ENSG00000203737","GO:0007186"
"ENSG00000203740","GO:0006480"
"ENSG00000203747","GO:0001788"
"ENSG00000203757","GO:0007186"
"ENSG00000203760","GO:0000278"
"ENSG00000203772","GO:0006606"
"ENSG00000203780","GO:0042981"
"ENSG00000203782","GO:0007010"
"ENSG00000203785","GO:0008544"
"ENSG00000203791","GO:0006338"
"ENSG00000203797","GO:0006533"
"ENSG00000203805","GO:0001835"
"ENSG00000203837","GO:0016042"
"ENSG00000203852","GO:0006325"
"ENSG00000203857","GO:0006694"
"ENSG00000203859","GO:0006694"
"ENSG00000203867","GO:0000381"
"ENSG00000203872","GO:0008150"
"ENSG00000203877","GO:0000122"
"ENSG00000203879","GO:0007165"
"ENSG00000203880","GO:0036211"
"ENSG00000203883","GO:0000122"
"ENSG00000203896","GO:0002250"
"ENSG00000203907","GO:0007015"
"ENSG00000203908","GO:0007015"
"ENSG00000203909","GO:0010468"
"ENSG00000203910","GO:0007130"
"ENSG00000203965","GO:0042307"
"ENSG00000203970","GO:0042742"
"ENSG00000203972","GO:0006629"
"ENSG00000203989","GO:0006357"
"ENSG00000204001","GO:0009725"
"ENSG00000204007","GO:0005975"
"ENSG00000204010","GO:0051607"
"ENSG00000204020","GO:0016042"
"ENSG00000204021","GO:0016042"
"ENSG00000204022","GO:0016042"
"ENSG00000204060","GO:0006357"
"ENSG00000204070","GO:0006895"
"ENSG00000204084","GO:0001701"
"ENSG00000204086","GO:0000077"
"ENSG00000204099","GO:0006516"
"ENSG00000204103","GO:0000122"
"ENSG00000204104","GO:0001738"
"ENSG00000204118","GO:0006334"
"ENSG00000204120","GO:0007631"
"ENSG00000204130","GO:0008150"
"ENSG00000204131","GO:0030154"
"ENSG00000204136","GO:0008150"
"ENSG00000204138","GO:0001755"
"ENSG00000204140","GO:0007586"
"ENSG00000204147","GO:0046514"
"ENSG00000204148","GO:0008150"
"ENSG00000204149","GO:0090630"
"ENSG00000204152","GO:0008150"
"ENSG00000204160","GO:0006612"
"ENSG00000204172","GO:0090630"
"ENSG00000204175","GO:0031175"
"ENSG00000204176","GO:0014059"
"ENSG00000204178","GO:0006935"
"ENSG00000204179","GO:0016311"
"ENSG00000204186","GO:0043045"
"ENSG00000204188","GO:0007283"
"ENSG00000204193","GO:0007283"
"ENSG00000204195","GO:0006629"
"ENSG00000204209","GO:0001934"
"ENSG00000204217","GO:0001568"
"ENSG00000204219","GO:0006351"
"ENSG00000204246","GO:0007186"
"ENSG00000204252","GO:0002250"
"ENSG00000204256","GO:0001843"
"ENSG00000204257","GO:0002250"
"ENSG00000204262","GO:0001501"
"ENSG00000204267","GO:0001913"
"ENSG00000204271","GO:0006355"
"ENSG00000204272","GO:0000956"
"ENSG00000204287","GO:0001916"
"ENSG00000204291","GO:0001525"
"ENSG00000204305","GO:0001666"
"ENSG00000204308","GO:0006511"
"ENSG00000204310","GO:0001819"
"ENSG00000204311","GO:0000302"
"ENSG00000204316","GO:0032543"
"ENSG00000204335","GO:0000122"
"ENSG00000204345","GO:0002376"
"ENSG00000204347","GO:0009615"
"ENSG00000204370","GO:0006099"
"ENSG00000204371","GO:0000122"
"ENSG00000204390","GO:0006986"
"ENSG00000204397","GO:0006508"
"ENSG00000204403","GO:0006508"
"ENSG00000204406","GO:0007399"
"ENSG00000204410","GO:0006298"
"ENSG00000204414","GO:0008150"
"ENSG00000204435","GO:0007165"
"ENSG00000204442","GO:0098703"
"ENSG00000204449","GO:0010468"
"ENSG00000204450","GO:0010468"
"ENSG00000204463","GO:0001822"
"ENSG00000204469","GO:0030154"
"ENSG00000204479","GO:0008284"
"ENSG00000204481","GO:0008284"
"ENSG00000204498","GO:0007249"
"ENSG00000204510","GO:0008284"
"ENSG00000204514","GO:0006357"
"ENSG00000204519","GO:0006357"
"ENSG00000204520","GO:0001913"
"ENSG00000204524","GO:0006357"
"ENSG00000204525","GO:0001916"
"ENSG00000204531","GO:0000122"
"ENSG00000204532","GO:0006357"
"ENSG00000204536","GO:0006611"
"ENSG00000204538","GO:0008150"
"ENSG00000204539","GO:0003336"
"ENSG00000204548","GO:0042742"
"ENSG00000204560","GO:0000398"
"ENSG00000204568","GO:0006412"
"ENSG00000204574","GO:0006412"
"ENSG00000204577","GO:0002250"
"ENSG00000204583","GO:0007586"
"ENSG00000204592","GO:0001815"
"ENSG00000204595","GO:0006357"
"ENSG00000204599","GO:0006915"
"ENSG00000204604","GO:0006357"
"ENSG00000204611","GO:0006357"
"ENSG00000204612","GO:0006357"
"ENSG00000204613","GO:0008150"
"ENSG00000204614","GO:0016567"
"ENSG00000204619","GO:0001818"
"ENSG00000204624","GO:0007224"
"ENSG00000204628","GO:0001934"
"ENSG00000204632","GO:0001915"
"ENSG00000204634","GO:0008015"
"ENSG00000204640","GO:0007218"
"ENSG00000204642","GO:0001916"
"ENSG00000204653","GO:0009435"
"ENSG00000204671","GO:0002376"
"ENSG00000204673","GO:0006469"
"ENSG00000204710","GO:0007049"
"ENSG00000204713","GO:0000122"
"ENSG00000204740","GO:0042632"
"ENSG00000204764","GO:0006606"
"ENSG00000204767","GO:0060080"
"ENSG00000204779","GO:0006357"
"ENSG00000204815","GO:0003341"
"ENSG00000204822","GO:0032543"
"ENSG00000204842","GO:0002091"
"ENSG00000204843","GO:0000132"
"ENSG00000204849","GO:0007283"
"ENSG00000204852","GO:0001701"
"ENSG00000204859","GO:0006357"
"ENSG00000204866","GO:0008150"
"ENSG00000204880","GO:0042633"
"ENSG00000204882","GO:0007200"
"ENSG00000204889","GO:0030855"
"ENSG00000204897","GO:0007010"
"ENSG00000204899","GO:0033566"
"ENSG00000204920","GO:0006355"
"ENSG00000204922","GO:0006122"
"ENSG00000204923","GO:0031146"
"ENSG00000204928","GO:0007605"
"ENSG00000204936","GO:0007155"
"ENSG00000204941","GO:0007157"
"ENSG00000204946","GO:0006355"
"ENSG00000204947","GO:0006357"
"ENSG00000204954","GO:0033617"
"ENSG00000204956","GO:0007155"
"ENSG00000204961","GO:0007155"
"ENSG00000204962","GO:0007155"
"ENSG00000204963","GO:0007155"
"ENSG00000204965","GO:0007155"
"ENSG00000204967","GO:0007155"
"ENSG00000204969","GO:0007155"
"ENSG00000204970","GO:0007155"
"ENSG00000204977","GO:0009653"
"ENSG00000204979","GO:0007166"
"ENSG00000204983","GO:0006508"
"ENSG00000204991","GO:0015031"
"ENSG00000205022","GO:0000288"
"ENSG00000205029","GO:0007186"
"ENSG00000205030","GO:0007186"
"ENSG00000205038","GO:0006955"
"ENSG00000205060","GO:0006111"
"ENSG00000205078","GO:0007130"
"ENSG00000205084","GO:0001701"
"ENSG00000205085","GO:0001675"
"ENSG00000205089","GO:0000079"
"ENSG00000205111","GO:0006468"
"ENSG00000205116","GO:0090090"
"ENSG00000205126","GO:0006520"
"ENSG00000205138","GO:0034553"
"ENSG00000205143","GO:0006357"
"ENSG00000205155","GO:0006509"
"ENSG00000205186","GO:0015909"
"ENSG00000205189","GO:0000122"
"ENSG00000205213","GO:0001649"
"ENSG00000205220","GO:0000902"
"ENSG00000205221","GO:0010811"
"ENSG00000205250","GO:0000083"
"ENSG00000205268","GO:0006198"
"ENSG00000205269","GO:0016055"
"ENSG00000205277","GO:0001558"
"ENSG00000205301","GO:0006487"
"ENSG00000205302","GO:0006886"
"ENSG00000205309","GO:0006260"
"ENSG00000205323","GO:0000122"
"ENSG00000205327","GO:0007186"
"ENSG00000205328","GO:0007186"
"ENSG00000205329","GO:0007186"
"ENSG00000205330","GO:0007186"
"ENSG00000205336","GO:0001525"
"ENSG00000205339","GO:0006606"
"ENSG00000205356","GO:0006914"
"ENSG00000205358","GO:0006882"
"ENSG00000205359","GO:0043252"
"ENSG00000205362","GO:0006882"
"ENSG00000205363","GO:0060080"
"ENSG00000205364","GO:0006882"
"ENSG00000205403","GO:0006508"
"ENSG00000205409","GO:0007186"
"ENSG00000205413","GO:0034058"
"ENSG00000205420","GO:0002009"
"ENSG00000205423","GO:0006629"
"ENSG00000205426","GO:0031424"
"ENSG00000205436","GO:0006887"
"ENSG00000205476","GO:0021987"
"ENSG00000205494","GO:0007186"
"ENSG00000205495","GO:0007186"
"ENSG00000205497","GO:0007186"
"ENSG00000205502","GO:0002528"
"ENSG00000205517","GO:0007265"
"ENSG00000205531","GO:0006334"
"ENSG00000205542","GO:0007015"
"ENSG00000205544","GO:0008150"
"ENSG00000205560","GO:0006631"
"ENSG00000205571","GO:0000245"
"ENSG00000205572","GO:0007399"
"ENSG00000205581","GO:0000720"
